2020-11-14 22:50:46,603: Starting new HTTPS connection (1): api.dandelion.eu:443
2020-11-14 22:50:46,774: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 96
2020-11-14 22:50:46,820: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 96
2020-11-14 22:50:46,878: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 96
2020-11-14 22:50:46,926: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 97
2020-11-14 22:50:46,983: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 97
2020-11-14 22:50:47,050: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 96
2020-11-14 22:50:47,100: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 97
2020-11-14 22:51:04,211: Key.media_volume_down
2020-11-14 22:51:04,927: Key.media_volume_down
2020-11-14 22:51:05,178: Key.media_volume_down
2020-11-14 22:51:05,218: Key.media_volume_down
2020-11-14 22:51:05,260: Key.media_volume_down
2020-11-14 22:51:05,347: Key.media_volume_down
2020-11-14 22:51:05,719: Key.media_volume_down
2020-11-14 22:51:05,982: Key.media_volume_down
2020-11-14 22:51:06,005: Key.media_volume_down
2020-11-14 22:51:06,053: Key.media_volume_down
2020-11-14 22:51:06,139: Key.media_volume_down
2020-11-14 22:51:06,360: Key.media_volume_down
2020-11-14 22:51:06,362: Key.media_volume_down
2020-11-14 22:51:06,363: Key.media_volume_down
2020-11-14 22:51:06,363: Key.media_volume_down
2020-11-14 22:51:06,364: Key.media_volume_down
2020-11-14 22:51:06,364: Key.media_volume_down
2020-11-14 22:51:06,364: Key.media_volume_down
2020-11-14 22:51:06,364: Key.media_volume_down
2020-11-14 22:51:06,370: Key.media_volume_down
2020-11-14 22:51:06,406: Key.media_volume_down
2020-11-14 22:51:06,450: Key.media_volume_down
2020-11-14 22:51:07,681: Key.media_volume_down
2020-11-14 22:51:10,951: Key.media_volume_down
2020-11-14 22:51:11,287: Key.media_volume_down
2020-11-14 22:51:13,519: Key.ctrl
2020-11-14 22:51:13,711: '\x03'
